study,prenr,year,field,glescomp,survey,Fortlaufende,STARTH,STARTMIN,STARTSEC,starttime,ENDEH,ENDEMIN,ENDESEC,endtime,DAUER,TEXT,SPRECHER,UNTERBR,MODFRAGE,STRATEGI,VALENZ,INHALT,CHARAKTE,THEMA,ZEIT,POLHAND,KONKR,OBJ,POLEB,BULA,OBJ1,OBJ1S,OBJ1P,OBJ2,OBJ2S,OBJ2P,GRPDARST,HUMOR,METAPHER,SCHIMPF,ZAHLEN,LAGE,WERTE,STATISTI,BEISPIEL,HISTORIE,ZITAT
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",261,0,49,54,2994,0,50,8,3008,14,"Sondern wir haben natürlich gesagt, wir müssen vermeiden, wir müssen vermeiden, was in den USA passiert ist. Das schlechteste Beispiel ist gesetzt worden durch die Pleite der Lehman-Brothers-Bank. Insofern haben wir versucht aufzuhalten, was aufzuhalten ist.",Steinmeier,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Nullaussage,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,inkludierende Darstellung,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",262,0,50,8,3008,0,50,18,3018,10,"Die deutschen Bankinstitute, die wichtigen, die systemrelevanten, sind weitgehend am Markt geblieben. Schon das war auch ein Schutz für die produzierenden Unternehmen und Betriebe.",Steinmeier,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Nullaussage,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,inkludierende Darstellung,nein,nein,nein,nein,positive Anmutung,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",263,0,50,18,3018,0,50,23,3023,5,Wir haben das Problem der sogenannten Kreditklemme noch nicht beseitigt.,Steinmeier,nein,trifft nicht zu,Selbstkritik,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,inkludierende Darstellung,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",264,0,50,23,3023,0,50,44,3044,21,"Das hat ganz unterschiedliche Ursachen. Eine der Ursachen ist zum Beispiel, dass eine ganze Reihe von ausländischen Banken, die ihr Kreditvolumen auf dem deutschen Markt zur Verfügung gestellt haben, schlicht und einfach nicht mehr da sind. Nicht mehr da sind, weil sie pleite sind oder aber weil sie staatliche Banken geworden sind, wie viele britische Banken, die ihr Geld und Kredit jetzt auf dem Heimatmarkt zur Verfügung stellen.",Steinmeier,Illner,trifft nicht zu,Verteidigung,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Vergangenheit,Nichts davon,trifft nicht zu,kein Bezugsobjekt,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,negative Anmutung,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",265,0,50,44,3044,0,51,27,3087,43,"Und jetzt brauchen wir, jetzt brauchen wir weitere Druckmöglichkeiten, um in der Tat die Banken auch dazu bringen, dazu zu bringen, die Hilfen, die wir ihnen gegeben haben, als Kredite an die Realwirtschaft, an die Betriebe und Unternehmen weiterzugeben. Das tun wir in Gesprächen mit den Banken, auch nachdrückliche Gespräche mit den Banken und wir haben ein Beispiel übernommen ^ aus der französischen Praxis, der so genannte Kreditmediator, der in der Tat, in der Tat Argumentationsunterstützung für kleine und mittelständische Betriebe gibt, um an Kredite zu kommen, die ihnen bisher nicht gewährt worden sind. Das ist ein kleiner, aber durchaus für eine große Zahl von mittelständischen Betrieben wirksamer Beitrag.",Steinmeier,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Zukunft,Ankündigung zukünftiger Pläne,Konkrete Aussage,singulär,Bundesebene,trifft nicht zu,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",266,0,51,27,3087,0,51,31,3091,4,"Frau Bundeskanzlerin, jetzt haben wir viel über Kredite, über Banken gesprochen, über Manager.",Klöppel,nein,offene Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Bereich Wirtschaftspolitik,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",267,0,51,31,3091,0,51,38,3098,7,"Reden wir über die deutsche Wirtschaft. Haben Sie ne Ahnung, im Schnitt, um wie viel Prozent die deutsche Wirtschaft in den vergangenen zehn Jahren gewachsen ist?",Klöppel,nein,offene Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Wirtschaftslage allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",268,0,51,38,3098,0,52,0,3120,22,"Ich hab erst mal eine Vorstellung davon, was für einen Einbruch wir jetzt hatten. Und das ^ bedeutet natürlich einen tiefen Einschnitt, wie es ihn in 60 Jahren Bundesrepublik noch nicht gegeben hat. Und deshalb heißt die Aufgabe für die nächste Legislaturperiode, und darüber stimmen die Zuschauer ja dann auch ab am 27. September: Wie kommen wir möglichst schnell aus diesem Tal wieder heraus?",Merkel,nein,trifft nicht zu,keine Strategie,trifft nicht zu,Politik,trifft nicht zu,Wirtschaftslage allgemein,Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,kein Bezugsobjekt,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,negative Anmutung,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",269,0,52,0,3120,0,52,10,3130,10,"Und für mich ist da sozusagen ein Satz mit drei Worten das Credo und das heißt: Wachstum schafft Arbeit. Und es geht darum, Arbeitsplätze zu schaffen.",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Bereich Arbeitsmarktpolitik,Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",270,0,52,10,3130,0,52,20,3140,10,"In den letzten Jahren hatten wir zwischen 2,5 und 2,8 zum Beispiel ja immer moderate Wachstumsraten, aber jetzt haben wir einen Einbruch, wie wir ihn in unserer Geschichte noch nicht gekannt haben.",Merkel,nein,trifft nicht zu,keine Strategie,trifft nicht zu,Politik,trifft nicht zu,Wirtschafts-/ Finanzkrise speziell,Vergangenheit,Nichts davon,trifft nicht zu,kein Bezugsobjekt,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,ja,negative Anmutung,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",271,0,52,20,3140,0,52,26,3146,6,"Und jetzt geht alles darum, wie wir schnell aus dem Tal herauskommen und ^ Arbeitsplätze wieder neu schaffen.",Merkel,Klöppel,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Wirtschafts-/ Finanzkrise speziell,Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",272,0,52,26,3146,0,52,47,3167,21,"Ich hab ja gefragt um wie viel Prozent sie im Schnitt, es waren 1,5 Prozent pro Jahr. Naja gut ^ klingt auf den ersten Blick ganz gut. Wenn wir dieses Jahr noch dazu zählen, dann sind es grade mal 0,8 Prozent gewesen. Sie sagen Arbeit durch Wachstum. Wachstum muss erzeugt werden, aber wo wollen Sie das Wachstum hernehmen? Es muss mindestens zwei bis drei Prozent betragen um tatsächlich wieder Arbeitsplätze hier in Deutschland zu schaffen. Woher soll das Wachstum kommen?",Klöppel,nein,offene Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Bereich Wirtschaftspolitik,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",273,0,52,47,3167,0,52,55,3175,8,"Es ist in der Tat so ^, dass 1,5 Prozent Wachstum grade mal die Arbeitszahl, also die Zahl der Arbeitsplätze erhält. Wir brauchen mehr Wachstum.",Merkel,nein,trifft nicht zu,Selbstkritik,trifft nicht zu,Politik,trifft nicht zu,Bereich Wirtschaftspolitik,Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",274,0,52,55,3175,0,53,11,3191,16,"Wachstum kommt indem ich auf der einen Seite Arbeitnehmerinnen und Arbeitnehmer motiviere. Deshalb wollen wir auch über den Tarifverlauf eine steuerliche Entlastung der Menschen für die Menschen anbieten, weil wir sagen, die Leute müssen wieder mehr Netto vom Brutto haben, damit sich Leistung wirklich lohnt.",Merkel,Klöppel,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Bereich Wirtschaftspolitik,Zukunft,Ankündigung zukünftiger Pläne,Allgemeine Darstellung,singulär,Bundesebene,trifft nicht zu,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,ja,nein,nein,neutral/nicht vorhanden,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",275,0,53,11,3191,0,53,15,3195,4,"Aber das ist in der Durchschnittsfamilie vielleicht 50, 60 Euro im Monat.",Klöppel,nein,kritische Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Steuersenkungen/ Steuergeschenke speziell,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",276,0,53,15,3195,0,53,19,3199,4,^ ein zweiter Punkt Motivation zahlt sich aus und die Menschen spüren das.,Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Steuersenkungen/ Steuergeschenke speziell,Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",277,0,53,19,3199,0,53,21,3201,2,Wir haben die Lohnzusatzkosten reduziert.,Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Steuersenkungen/ Steuergeschenke speziell,Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Konkrete Aussage,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,inkludierende Darstellung,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",278,0,53,21,3201,0,53,32,3212,11,"Als ich Bundeskanzlerin wurde, betrugen sie 41,9 Prozent, jetzt sind wir unter 40 Prozent. Das sind 16 Milliarden Entlastungen für die Arbeitnehmerinnen und Arbeitnehmer.",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Steuerpolitik allgemein,Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Konkrete Aussage,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,ja,positive Anmutung,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",279,0,53,32,3212,0,53,35,3215,3,"Und ^ wir brauchen natürlich Bürokratieabbau,",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Sonstige Policy-Dimension,Zukunft,Ankündigung zukünftiger Pläne,Allgemeine Darstellung,singulär,Bundesebene,trifft nicht zu,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",280,0,53,35,3215,0,53,38,3218,3,"Innovationsfähigkeit, neue Technologien,",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Forschungspolitik,Zukunft,Ankündigung zukünftiger Pläne,Nullaussage,singulär,Bundesebene,trifft nicht zu,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",281,0,53,38,3218,0,53,41,3221,3,"Zukunftsprojekte von erneuerbaren Energien,",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Alternative/ Regenerative (Erneuerbare) Energie(n) speziell,Zukunft,Ankündigung zukünftiger Pläne,Nullaussage,singulär,Bundesebene,trifft nicht zu,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",282,0,53,41,3221,0,53,44,3224,3,"neue Werkstoffe, neue Antriebstechnologien.",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Forschungspolitik,Zukunft,Ankündigung zukünftiger Pläne,Nullaussage,singulär,Bundesebene,trifft nicht zu,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",283,0,53,44,3224,0,53,46,3226,2,All das wird uns Exportmärkte eröffnen.,Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Außenwirtschaft/ Export,Zukunft,Ankündigung zukünftiger Pläne,Nullaussage,singulär,Bundesebene,trifft nicht zu,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,positive Anmutung,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",284,0,53,46,3226,0,53,53,3233,7,Und eine zweite Säule ist: Arbeit von Menschen für Menschen in unserem Lande. Auch hier können wir sehr viel mehr tun.,Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Bereich Arbeitsmarktpolitik,Zukunft,Ankündigung zukünftiger Pläne,Nullaussage,singulär,Bundesebene,trifft nicht zu,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",285,0,53,53,3233,0,53,57,3237,4,"Wir haben damit begonnen in der großen Koalition, sind aber noch nicht weit genug gekommen,",Merkel,nein,trifft nicht zu,Selbstkritik,trifft nicht zu,Politik,trifft nicht zu,Koalitionen allgemein,Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Nullaussage,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,inkludierende Darstellung,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",286,0,53,57,3237,0,54,3,3243,6,"zum Beispiel Dienstleistungen, Kinderbetreuung, ^ handwerkliche Dienstleistungen absetzen,",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Steuerpolitik allgemein,Zukunft,Ankündigung zukünftiger Pläne,Konkrete Aussage,singulär,Bundesebene,trifft nicht zu,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",287,0,54,3,3243,0,54,5,3245,2,Kampf gegen die Schwarzarbeit.,Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Bereich Arbeitsmarktpolitik,Zukunft,Ankündigung zukünftiger Pläne,Allgemeine Darstellung,singulär,Bundesebene,trifft nicht zu,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",288,0,54,5,3245,0,54,12,3252,7,"Das alles sind Wachstumstreiber, die wir dringend brauchen und entschlossener brauchen, als wir sie in der großen Koalition durchsetzen konnten.",Merkel,nein,trifft nicht zu,Angriff,Implizit,Politik,trifft nicht zu,Sonstige Policy-Dimension,Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Nullaussage,singulär,Bundesebene,trifft nicht zu,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
